,Clue,Answer,Explanation
20,"Stagger inside to get separate uniform (5,5)",SPLIT LEVEL,"Definition: Stagger inside
A charade of SPLIT (‘separate’) plus LEVEL (‘uniform’)."
21,His last car crash is jumped up (6),SPRANG,"Definition: jumped up
A charade of S (‘hi**S** last’) plus PRANG (‘car crash’)."
22,"Partner has recovered with a short drink (6,4)",BETTER HALF,"Definition: Partner
A charade of BETTER (recovered’) plus HALF (‘a short drink’)."
23,Withdrawal can be a topical relief (10),SCRATCHING,"Definition: Withdrawal
Double definition."
24,I’m having to live in the same place (6),IBIDEM,"Definition: in the same place
An envelope (‘having’) if BIDE (‘live’) in ‘I”m’."
25,"Exhausted flower seller (5,3)",BURNT OUT,"Definition: Exhausted
A charade of BURN (‘flower’) plus TOUT (‘seller’)."
26,Man confused brunette unendingly (6),BUNTER,"Definition: Man
An anagram (‘confused) of ‘brunet[te]’ without its last two letters (‘unendingly’). Billy Bunter was not a servant, but Mervyn Bunter was butler to Lord Peter Wimsey."
27,Decorative shell — getting one for nothing is a certainty (5),CINCH,"Definition: a certainty
CONCH (‘decorative shell’) with the O replaced by I (‘getting one for nothing’)."
28,Chinese fruit totally fails to get off the ground (4),KIWI,"Definition: Chinese fruit
Double definition: the fruit is also known as the Chinese gooseberry, and the New Zealand bird is flightless."
29,Celebrate a lot by the sound of it (4),FETE,"Definition: Celebrate
A homophone (‘by the sound of it’) of FATE (‘lot’)."
30,A fact isn’t treated as very odd (9),FANTASTIC,"Definition: very odd
An anagram (‘treated’) of ‘a fact isnt’."
31,Match‘s quiet atmosphere (4),PAIR,"Definition: Match
A charade of P (‘quiet’) plus AIR (‘atmosphere’)"
32,It’s out of town and out of the country (8),SUBURBIA,"Definition: It’s out of town and out of the country
Cryptic definition."
33,Crêpe one cooked — instructions provided (6),RECIPE,"Definition: instructions provided
An anagram (‘cooked’) of ‘crêpe’ plus I (‘one’)"
34,Drink sounds dear to the French (6),SHERRY,"Definition: Drink
A homophone (‘sounds’) of CHÉRI (‘dear to the French’)"
35,M Poirot has a point — a strong one (8),HERCULES,"Definition: a strong one
A charade of HERCULE (‘M Poirot’, Agatha Christie’s character) plus S (‘point’ of the compass)."
36,Be about to manage one part of Borneo (6),BRUNEI,"Definition: part of Borneo
An envelope (‘about’) of RUN (‘manage’) in ‘be’ plus I (‘one’)."
37,Got your own back? (8),REDEEMED,"Definition: Got your own back
Cryptic definition (from a pawnbroker, say)."
38,He breaks more than one union law (8),BIGAMIST,"Definition: He breaks more than one union law
Cryptic definition."
39,Property gets one thousand short of estimate (6),ESTATE,"Definition: Property
A subtraction: ‘est[im]ate’ less I (‘one’) and M (‘thousand’)."
40,Joys of French windows (8),DELIGHTS,"Definition: Joys
A charade of DE (‘of French’) plus LIGHTS (‘windows’)."
41,Father tries moving piano first (6),PRIEST,"Definition: Father
A charade of P (‘piano’) plus RIEST, an anagram (moving’) of ‘tries’."
42,Take a chance injecting dope in dog (6),BASSET,"Definition: dog
An envelope (‘injecting’) of ASS (‘dope’) in BET (‘take a chance’)."
43,"Sort of question found in inverted commas (2,6)",IN QUOTES,"Definition: in inverted commas 
An anagram (‘sort’) of ‘question’."
44,Burden of love to star making a comeback (4),ONUS,"Definition: Burden
A charade of O (‘love’) plus NUS, a reversal (‘making a comeback’) of SUN (‘star’)."
45,"Wearing an outfit, like a dramatic opera singer? (9)",WAGNERIAN,"Definition: like a dramatic opera singer?
An anagram (‘outfit’) of ‘wearing an’."
46,Having lots of money from a poker hand? (5),FLUSH,"Definition: Having lots of money
Doubled definition."
47,"Turn one out, though it’s free of charge (7)",NEUTRON,"Definition: it’s free of charge
An anagram (‘out’) of ‘turn one’."
48,Where all men are brothers? (5),ABBEY,"Definition: Where all men are brothers
Cryptic definition."
49,He may be a master of form (7),TEACHER,"Definition: He may be a master of form
Definition."
50,A charge will be made for this case (9),CARTRIDGE,"Definition: A charge will be made for this case
Cryptic definition."
51,Fancy a movie? (7),PICTURE,"Definition: Fancy
Double drfinition."
52,Complete tool (9),IMPLEMENT,"Definition: Complete
Double definition."
53,"Kick up a fuss, as Adam and Eve did (5,4)",RAISE CAIN,"Definition: Kick up a fuss
Definition and literal interpretation."
54,"Meat dish rises with cooking (5,4)",IRISH STEW,"Definition: Meat dish
An anagram (‘with cooking’) of ‘rises with’."
55,They’re assumed to raise sail in rough sea (7),ALIASES,"Definition: They’re assumed
An envelope (‘in’) of LIAS, a reversal (‘to raise’, in a down light) of ‘sail’ in AES, an anagram (‘rough’) of ‘sea’."
56,"Unable to sleep, due to ship’s movement? (7)",TOSSING,"Definition: Unable to sleep
Double definition."
57,Oil change needed after journey in capital (7),TRIPOLI,"Definition: capital
A charade of TRIP (‘journey’) plus OLI, an anagram (‘change’) of ‘oil’, for the capital city of Libya."
58,It sounds like the height of irritation (5),PIQUE,"Definition: irritation
A homophone (‘it sounds like’) of PEAK (‘the height’)."
59,Woolly lot of wild geese (5),SKEIN,"Definition: lot of wild geese
Not quite a double definition – more a sesquidef, since ‘woolly’ is an attribute of a skein or hank of wool.."
60,Boasting about a corgi dog that’s cut out barking (11),BRAGGADOCIO,"Definition: Boasting
An anagram (‘barking’) of ‘abo[ut] a [c]orgi dog’ with ‘cut’ removed (‘out’).* Actually it is [out] ‘cut, not [cut] ‘out’: see rhotician @1, to whom thanks.*"
61,Took action against trader after outing each cheat (7),DIDDLER,"Definition: cheat
A charade of DID (‘took action’) plus D[ea]LER (‘trader’) minus EA (‘after outing each’). ‘against’ just confirms the order of the particles."
62,"Tension in an arm? Slightly (1,6)",A TRIFLE,"Definition: Slightly
An envelope (‘in’) of T (‘tension’) in A RIFLE (‘an arm’)."
63,Game show guest detailed elephant’s place in history (9),PANELLIST,"Definition: Game show guest
An envelope (‘place in’) of NELLI[e] (‘elephant’) minus its (her) last letter (‘detailed’) in PAST (‘history’). was a children’s song of a date which fixes it in my memory. The Wikipedia link includes the snippet that the song is often used to give the right rhythm for CPR."
64,Stood up to knock drink back (5),FACED,"Definition: Stood up to
A reversal (‘back’) of DECAF (‘drink’)."
65,Appeal for help when catching baby’s first cries (4),SOBS,"Definition: cries
An envelope (‘when catching’) of B (‘**B**aby’s first’) in SOS (‘appeal for help’)."
66,"Film Coward directed (7,3)",CHICKEN RUN,"Definition: Film
A charade of CHICKEN (‘coward’) plus RUN (‘directed’). No Truth in Capitals here; the animated film was directed by Peter Lord and Nick Park."
67,"Changed here, into smart hat and small jumper (10)",TREEHOPPER,"Definition: small jumper
An envelope (‘into’) of REEH, an anagram (‘changed’) of ‘here’ in TOPPER (‘smart hat’)."
68,Fish served by second pub on list? (4),BARB,"Definition: Fish
A charade of BAR B (‘second pub on list’)."
69,Regularly spanks this Hindu goddess (5),SAKTI,"Definition: Hindu goddess
Alternate letters (‘regularly’) of ‘**S**p**A**n**K**s **T**h**I**s’."
70,Extremely sluttish nude — one with tits wobbling (9),UNTIDIEST,"Extremely sluttish nude — one with tits wobbling (9)
An anagram (‘wobbling’) of ‘nude plus I (‘one’) plus ‘tits’. Puck channeling Cyclops?"
71,A conflict in a foreign quarter in the dark (7),UNAWARE,"Definition: in the dark
An envelope (‘in’) of A WAR (‘a conflict’) in UN (‘a foreigh’) plus E (east, ‘quarter’)."
72,"Bad blood in Israel, involving central character of Old Testament (3,4)",ILL WILL,"Definition: Bad blood
An envelope (that’s what the clue says, ‘involving’) of L (‘central character of o**L**d’) in IL (‘Israel’, IVR or internet suffix) plus WILL (‘testament’)."
73,"Claret drunk somewhere in Surrey, where the dormouse’s sisters lived (7,4)",TREACLE WELL,"Definition: where the dormouse’s sisters lived
A charade of TREACL, an anagram (‘drunk’) of ‘claret’ plus EWELL (‘somewhere in Surrey’). The reference is to *Alice in Wonderland, *and the dormouse’s tale of three girls, probably sisters to each other, not the dormouse."
74,"Lay eggs, perhaps some husband buys (3,3,9)",BED AND BREAKFAST,"Lay eggs, perhaps some husband buys (3,3,9)
No real definition here: BED (‘lay’) and BREAKFAST (‘eggs, possibly’) is as close as you get; and hidden in (‘some’) ‘hus**B AND B**uys’."
75,Ballylickey’s resident radical (5),ALLYL,"Definition: radical
A hiddel answer (‘resident’) in ‘B**ALLYL**ickey’. An is a radical in organic chemitry."
76,"Decorate with husband, after dressing in rags (7)",GARNISH,"Definition: Decorate
An anagram (‘dressing’) of ‘in rags’ plus H (‘husband’)."
77,Radical starts to drink red wine cold (7),DRASTIC,"Definition: Radical
A charade of DR (‘starts to **D**rink **R**ed’ plus ASTI (‘wine’ – is there any other?) plus C (‘cold’)."
78,"Like Herm and Sark, keeping people ultimately untroubled (8)",CAREFREE,"Definition: untroubled
An envelope (‘keeping’) of E (the first one, ‘peopl**E** ultimately’ in CAR-FREE (‘like Herm and Sark’, two of the smaller Channel Islands in the English Channel, where cars are not allowed)."
79,"Possibly sergeants (not social workers) going after major promotion prospect? (7,8)",OFFICER MATERIAL,"Definition: promotion prospect
A charade of OFFICER (‘major’) plus MATERIAL (‘possibly serge[ants]’ without ANTS {‘social workers})."
80,"Princess turns up with model — backup model, female, carrying some fat (7,6)",ADIPOSE TISSUE,"Definition: carrying some fat
A charade of ADI, a reversal (‘turns up’, in a down light) of IDA (‘Princess’, comic opera by Gilbert and Sullivan) plus POSE (‘model’) plud TIS, a reversal (‘backup’) of SIT (‘model’) plu SUE (‘female’).The ‘princess’ is not DI, and neither ‘model’ is T."
81,"Begin to feel extremely tired, working out what baby might want (7,6)",FEEDING BOTTLE,"Definition: what baby might want
An anagram (‘working out’) of ‘begin to feel’ plus TD (‘extremely **T**ire**D**‘)."
82,"Mushroom soup starter with fish, eating one before the other (8)",SHIITAKE,"Definition: Mushroom
A charade of S (‘**S**oup starter’) plus an envelope (‘eating’) of I (‘one’) plus IT (‘the other’, both references to sex) in HAKE (‘fish’)."
83,Composer of number in The Odd Couple (7),POULENC,"Definition: Composer
An envelope (‘in’) of N (‘number’) in POULEC, an anagram (‘odd’) of ‘couple’."
84,Star hiding in Ladies’ toilets (7),ESTOILE,"Star hiding in Ladies’ toilets (7)
An answer ‘hiding in’ ‘Ladi**ES TOIL****E**ts’. A heraldic star with wavy points."
85,Presidential candidate eats cold sweet (5),DOLCE,"Definition: sweet
An envelope (‘eats’) of C (‘cold’) in DOLE (‘presidential candidate’)."
86,"Bridge player engrossed by word games causes quarrel (5,6)",CROSS SWORDS,"Definition: quarrel 
An envelope (‘engrossed by’) of ~~W (west, ‘bridge player’)~~ S (south, ‘bridge player’) in CROSSWORDS (‘word games’). *Thanks to John @7.*"
87,Harps on about children like Annie? (7),ORPHANS,"Definition: hildren like Annie
An anagram (‘about’) of ‘harps on’."
88,"Treading the boards, using one leg after another (2,5)",ON STAGE,"Definition: Treading the boards
A charade of ON (‘leg’ in cricket) plus STAGE (‘another’ leg, in the Tour de France, for example)."
89,"How graduates gained success at university, a little at a time? (2,7)",BY DEGREES,"Definition: How graduates gained success at university
Double definition."
90,Sea-ear daughter removed from window (5),ORMER,"Definition: Sea-ear
A subtraction: [d]ORMER (‘window’) without the D (‘daughter removed’)."
91,Reduce the length of a card game (7),ABRIDGE,"Definition: Reduce the length of
A charade of ‘a’ plus BRIDGE (‘card game’)."
92,Rice dish recipe for starters – it’s too complicated (7),RISOTTO,"Definition: Rice dish
A charade of R (‘recipe’ – I interpret ‘for starters’ as just reinforcing the order of the elements) plus ISOTTO, an anagram (‘complicated’) of ‘its too’."
93,"Steal tin – perplex bishop, leaving (7)",SNAFFLE,"Definition: Steal
A charade of SN (‘tin’, chemical symbol) plus [b]AFFLE (‘perplex’) without the B (‘bishop leaving’)."
94,Chief beginning to split up British Army corps (7),SUPREME,"Definition: Chief
A charade of S (‘beginning to **S**plit’) plus ‘up’ plus REME (Royal Electrical and Mechanical Engineers, ‘British Army corps’)."
95,"Tropical American tree resin, reduced (5)",BALSA,"Definition: Tropical American tree
A subtraction: BALSA[m] (‘resin’, perhaps more accurately a solution of resins in essential oils) cut short (‘reduced’)."
96,Look smart in plant (9),EYEBRIGHT,"Definition: plant
A charade of EYE (‘look’) plus BRIGHT (‘smart’)."
97,Young animal allowed outside at all? (7),LEVERET,"Definition: Young animal
An envelope (‘outside’) of EVER (‘at all’) in LET (‘allowed’), for a young hare."
98,Prattle about milliner (7),CHATTER,"Definition: Prattle
A charade of C (*circa*, ‘about’) plus HATTER (‘milliner’)."
99,"Quarrelsome conversation if male drunk? I can’t express how I feel (5,4,2)",WORDS FAIL ME,"Definition: I can’t express how I feel
A charade of WORDS (‘quarrelsome conversation’) plus FAIL ME, an anagram (‘drunk’) of ‘if male’."
100,"Filled with emotion, liaisons involving English ambassador’s deputy (6,9)",CHARGE D’AFFAIRES,"Definition: ambassador’s deputy
A charade of CHARGED (‘filled with emotion’) plus an envelope (‘involving’) of E (‘English’) in AFFAIRS (‘liaisons’)."
101,"Indecent, old boy on location (7)",OBSCENE,"Definition: Indecent
A charade of OB (‘old boy’) plus SCENE (‘location’)."
102,"Poles entering track, leaving backer (7)",SPONSOR,"Definition: backer
An envelope (‘entering’) of NS (‘poles’) in SPOOR (‘track’)."
103,"Up in Somerset, we ran new resort town (6-5-4)",WESTON-SUPER-MARE,"Definition: resort town
An envelope (‘in’) of ‘up’ in WESTONSERMARE, an anagram (‘new’) of ‘Somerset we ran’. Since Weston-super-mare is in Somerset, the clue has an extended definition."
104,Let in again to study with German (7),READMIT,"Definition: Let in again
A charade of READ (‘study’) plus MIT (‘with German’)."
105,Control the movement of bullock (5),STEER,"Definition: Control the movement of
Double definition."
106,"Highest money for people in authority (3,5)",TOP BRASS,"Definition: people in authority
A charade of TOP (‘highest’) plus BRASS (‘money’)"
107,Spinner – pride shattered after first of sixes (6),SPIDER,"Definition: Spinner
A charade of S (‘first of **S**ixes’) plus PIDER, an anagram (‘shattered’) of ‘pride’."
108,Open University going on about orchestral piece (8),OVERTURE,"Definition: orchestral piece
A charade of OVERT (‘open’) plus U (‘University’) plus RE (‘about’)."
109,"Having a mistress, about fifty, is typical of the person mentioned (3,4)",ALL OVER,"Definition: typical of the person mentioned
An envelope (‘about’) of L (Roman numeral, ‘fifty’ – your choice which one) in A LOVER (‘a mistress’)."
110,Pick artist to portray the sister of Orestes (7),ELECTRA,"Definition: the sister of Orestes
A charade of ELECT (‘pick’) plus RA (the initials after a name which identify an ‘artist’)."
111,Copy upset clients (7),STENCIL,"Definition: Copy
An anagram (‘upset’) of ‘clients’."
112,"Number carried by sleigh, typically (6)",EIGHTY,"Definition: Number
A hidden answer (‘carried by’) in ‘sl**EIGH TY**pically’"
113,Live down under (5),BELOW,"Definition: under
A charade of BE (‘live’) plus LOW (‘down’)."
114,Not a row of collaborators as fifth regular feature (6),COLUMN,"Definition: Not a row
Triple definition: rows and columns of a crossword for example; a as collaborators with an enemy; and a column in a newspaper,"
115,Trump after starting: “Some chicken! Some neck!” (6),SCRUFF,"Definition: Some neck!
A charade of S C (‘starting **S**ome **C**hicken’) plus RUFF (‘trump’ as a verb, in bridge for example)."
116,"Six here playing a part with Tudor women (11,4)",PORTMANTEAU WORD,"Definition: Six here
An anagram (‘playing’) of ‘a part’ plus ‘Tudor women’. There are six answers here which migt be described as portmanteau words (11A OXBRIDGE, 12A BEEFCAKE, 15A NAPALM, 1D CHORTLE, 13D FRANGLAIS and 20D CHILLAX)."
117,Sturdy beachwear removing a kind of shirt instead (6),STRONG,"Definition: Sturdy
SARONG (‘beachwear’. The skirt-like garment, widely worn but mainly known in English by its Malaysian and Indonesian name, has been adopted and adapted as a beach wrap) with ‘a’ removed and replaced by T (‘kind of shirt instead’)."
118,Where to learn about cattle crossing (8),OXBRIDGE,"Definition: Where to learn
A charade of OX (‘cattle’) plus BRIDGE (‘crossing’). Another portmanteau word, for Oxford and Cambridge."
119,Hunk of meat followed by pudding? (8),BEEFCAKE,"Definition: Hunk
A charade of BEEF (‘meat’) plus CAKE (‘putting’)."
120,Turning out friendless portrayal (6),ROTARY,"Definition: Turning
An anagram (‘out’) of ‘[p]ortray[al]’ without PAL (‘friendless’)"
121,What burnt ally in this country (6),NAPALM,"Definition: What burnt ally in this country
An envelope (‘in’) of PAL (‘ally’) in NAM (Vietnam, ‘this country’), with an extended definition. I blogged a clue using the same idea in the of 20 July."
122,"Keen on ice cream sundae, initially in cold storage (8)",CRYONICS,"Definition: cold storage
A charade of CRY (‘keen’) plus ‘on’ plus ICS (‘**I**ce **C**ream **S**undae, initially’)."
123,Cunning ultimate in balls? (8),GOOGLIES,"Definition: balls?
An unusual construction: n envelope (‘in’) of G (‘cunnin**G** ultimate’) in GOOLIES (‘balls’), giving the ."
124,Idiot from Ulster? (6),NITWIT,"Idiot from Ulster? (6)
A sesquidef (one-and-s-half): NI TWIT, using the equation, common in crosswords if inexact, of Ulster and Northern Ireland."
125,"Fat beer tum wobbles in passionately produced opera (6,9)",MADAME BUTTERFLY,"Definition: opera
An envelope (‘in’) of AMEBUTTERF, an anagram (‘wobbles’) of ‘fat beer tum’ in MADLY (‘passionately’). Puccini’s opera is titled in Italian *Madama Butterfly*. but this is the common English rendering."
126,"Top jobs, less worry (6)",OBSESS,"Definition: worry
Remove first letters (‘top’) from ‘[j]obd [l]ess’."
127,"At nearly ten to ten, Times setter first to get chilli con carne? (3-3)",TEX-MEX,"Definition: chilli con carne?
A charade of ‘te[n]’ (‘nearly ten’) plus X (‘ten’, Roman numeral) plus ME (‘setter’) plus X (‘times’), with ‘first’ indicating the order of the last two elements. The question mark denotes a “definition” by example."
128,Carroll had on record this laugh’s etymological origins (7),CHORTLE,"Definition: Carroll had on record this laugh’s etymological origins
A word coined by Lewis Carrolll in *Through the Looking-glass.*"
129,Subject of a bid to draw (5),LOTTO,"Definition: draw
A charade of LOT (‘subject of a bid’) plus ‘to’."
130,Setter’s queen escapes from Algeria — what a pain! (7),MYALGIA,"Definition: what a pain!
A charade of MY (‘setter’s’) plus ‘Alg[er]ia’ without ER (‘queen escapes’)."
131,Dictionary incompletely defines “a place of debate” (7),CHAMBER,"Definition: a place of debate
A subtraction: CHAMBER[s] (‘dictionary’) ‘incompletely’."
132,Winter nut is spelt out? No (9),UNWRITTEN,"Definition: spelt out? No
An anagram (‘spelt out’) of ‘winter nut’."
133,"Chapter in Steppenwolf, or a German sustenance seeker (7)",FORAGER,"Definition: sustenance seeker
A hidden answer (‘chapter n’?) in ‘Steppenwol**F OR A GER**man’."
134,Ten toes spread out with no purpose (6),OTIOSE,"Definition: with no purpose
An envelope (‘out’) of IO (‘ten’ as digits) in OTSE, an anagram (‘spread’) of ‘toes’."
135,"A girl’s fan, peut-être (9)", FRANGLAIS ,"A girl’s fan, peut-être (9)
An anagram (‘peut-être’ – perhaps) of ‘a girls fan’ with an extended definition by example."
136,Green making a fuss about vote cast being halved (7),AVOCADO,"Definition: Green
An envelope (‘about’) of VO[te] CA[st] (‘**VO**te **CA**st being halved’) in ADO (‘fuss’)"
137,But French study admitted young women (7),MAIDENS,"Definition: young women
An envelope (‘admitted) of DEN (‘study’) in MAIS (‘but French’)."
138,Music a squeezebox provides for headgear (6),CASQUE,"Definition: headgear
A hidden answer (‘provides for’) in ‘musi**C A SQUE**ezebox’."
139,River voyage danger? Ditch dozens in the centre (7),YANGTZE,"Definition: River
Interior letters (‘in the centre’) of ‘vo**YA**ge da**NG**er di**T**ch do**ZE**ns’."
140,At first camera held poorly? Cut! Cut and calm down! (7),CHILLAX,"Definition: calm down
A charade of CH (‘at first **C**amera **H**eld’) plus ILL (‘poorly’) plus AX[e] (‘cut’) ‘cut’. Like 1D, a portmantau word (a description also from Carroll)."
141,No end to the peculiar beat (5),THRUM,"Definition: beat
A charade of ‘th[e]’ (‘no end to the’) plus RUM (‘peculiar’)."
142,"The person who triumphs with this clue gets an award (8,5)",VICTORIA CROSS,"Definition: an award
A charade of VICTOR (‘the person who triumphs’) plus ! ACROSS (‘this clue’). Sorry, you don’t get more than a pat on the back."
143,Sat behind revolving Post Office counter (7),OPPOSED,"Definition: counter
A charade of OP, a reversal (‘revolving’) of PO (‘post office’) plus POSED (‘sat’)."
144,What’s in a magazine and in a novel is pungent stuff (7),AMMONIA,"Definition: pungent stuff
A charade of AMMO (‘whats in a magazine’) plus NIA, an anagram (‘novel’) of ‘in a’."
145,Polish or German people (5),GRACE,"Definition: Polish
A charade of G ‘German’) plus RACE (‘people’)."
146,Excessive gushing from paramours wanting large contraceptive (9), OVERSPILL,"Definition: Excessive gushing
A charade of [l]OVERS (‘paramours’) without the L (‘wanting large’) plus PILL (‘contraceptive’)."
147,Girl to see the light after stripping (5),ETHEL,"Definition: Girl
A hidden answer (‘after stripping’) in ‘se**E THE L**ight’."
148,Fairly sharp metal bar is breaking chain (9),CLEVERISH,"Definition: Fairly sharp
An envelope (‘breaking’) of LEVER (‘metal bar’) plus ‘is’ in CH (‘chain’)."
149,"Places for hanging and bloodshed, with medics maintaining order (9)",WARDROBES,"Definition: Places for hanging
An envelope (‘maintaining’) of OBE (‘order’) in WAR (‘bloodshed’) plus DRS (‘medics’)."
150,Dancers cutting hems from skirt before very gripping ball (5),KIROV,"Definition: Dancers
A n envelope (‘gripping’) of O (‘ball’) in ‘[s]kir[t]’ without its outer letters (‘cutting hems from’) plus V (‘very’). The Mariinsky Ballet is still better known by its previous name of the Kirov."
151,Classification of plum with bushy tangles (9),SUBPHYLUM,"Definition: Classification
An anagram (‘tangles’) of ‘plum’ plus ‘bushy’."
152,"Kid cradles rook in bower (2,3)",DU PRE,"Definition: bower
An envelope (‘cradles’) of R (‘rook’) in DUPE (‘kid’), for Jacqueline ~~Dupre~~ *du Pré*, cellist (‘bower’)"
153,"A Paul composition: well set, with no odd parts, and very good way in! (7)",EPISTLE,"Definition: A Paul composition
An envelope (‘in’) of PI (‘very good’) plus ST (street, ‘way’) in ELE, ‘w**E**l**L** s**E**t’ ‘with no odd parts’."
154,Party time! Couple runs for more nuts (7),DOTTIER,"Definition: more nuts
A charade of DO (‘party’) plus T (‘times’) plus TIE (‘couple’) plus R (‘runs’)."
155,"Play and skip around with skinny birds only (5,2,6)",TIMON OF ATHENS,"Definition: Play
A charade of TIMO, a reversal (‘around’) of OMIT (‘skip’) plus NO FAT HENS (‘skinny birds only’)."
156,Rogue royal astride every charger? (9),IMPEACHER,"Definition: charger
An envelope (‘astride’) of EACH (‘every’) in IMP (‘rogue’) plus ~~PR (prince’ ‘royal’)~~ *ER (‘royal’)*."
157,Sense country must bring its leader down (5),TASTE,"Definition: Sense
STATE (‘country’) with the S (‘its leader’) moved (must bring … down’)."
158,Notice where you’ll find carnival dresses for tranny (5),RADIO,"Definition: tranny
An envelope (‘dresses’) of AD (‘notice’) in RIO (‘where you’ll find carnival’). Not a transvestite, but rather dated slang for a transistor radio."
159,Descartes is shortly to plug a tool for raising understanding (9),AWARENESS,"Definition: understanding
An envelope (‘to plug’) of RENE’S (‘Descartes is shortly’) in ‘a’ plus WAS, a reversal (‘for raising’; ‘for’ suits the surface better than the wordplay) of SAW (‘tool’)."
160,"Fellow leaves dowdy women with woodcut (4,5)",RUMP STEAK,"Definition: cut
A charade of [f]RUMPS (‘dowdy women’) without the F (‘fellow leaves’) plus TEAK (‘wood’)."
161,Area of Egypt‘s capital dominated by crime (5),SINAI,"Definition: Area of Egypt
A charade of SIN (‘crime’) plus A 1 (‘capital’)."
162,"Performing this could lead to stuttering woe (6,7)",TONGUE TWISTER,"Definition: Performing this could lead to stuttering woe
An anagram (‘performing this could lead to’) of ‘stuttering woe’, with an extended definition."
163,"Sports must keep everyone trim — it’s a warning to the unwary (5,4,4)",WALLS HAVE EARS,"Definition: it’s a warning to the unwary
An envelope (‘must keep’) of ALL (‘everyone’) plus SHAVE (‘trim’) in WEARS (‘sports’ as in ‘he sports a new blazer”)."
164,King enters city slum quite deliberately (9),LARGHETTO,"Definition: quite deliberately
An envelope (‘enters’) of R (‘king’) in LA (‘city’) plus GHETTO (‘slum’)."
165,Foreign gentleman with vehicle for Parisians to go round (9),CABALLERO,"Definition: Foreign gentleman
A charade of CAB (‘vehicle’) plus ALLER (‘for Parisians to go’) plus O (’round’)."
166,Invasion from unit prior to struggle (9),IRRUPTION,"Definition: Invasion
An anagram (‘to struggle’) of ‘unit prior’."
