,Clue,Answer,Explanation
24,"Street war finally agreed to, having had a row",STROKED,"ST (street) + R (last or final letter of ‘war’) + OKED (okayed, or ‘agreed to’) = having had a row – stroke is the most important position in a rowing crew, setting the pace for the other crew members"
25,22 course: Understanding the Web,KENNET,KEN (understanding) + NET (web) = Wiltshire ‘course’ or river which passes through 15a to join the Thames in Berkshire at Reading
26,Wife meets detective back in London area nick,SWIPE,"W (wife) + PI (detective or private investigator) reversed or ‘back’ in SE (South-east, or ‘London area’) = nick, as in steal"
27,Uncultivated type of maple bush,PLEB,Hidden in or part of (ma)PLE B(ush) = uncultivated type
28,Aquatic bird accepting endless bad weather in country,TERRAIN,TERN (aquatic bird) around or ‘accepting’ RAI(n) (bad weather with final letter missing or ‘curtailed’) = country
29,No coming back by criminal gang left for dead in court,ON TRIAL,NO reversed or ‘coming back’ + TRIA(~~d~~)L (criminal gang with final D (dead) replaced with L (left))
30,Coming to American ground after one takes flight? That could be me,ECONOMIC MIGRANT,"Anagram of COMING TO AMERICAN with A (one) removed or ‘taking flight’ (anagrind is ‘ground’) = either a cryptic definition, as an economic migrant might have taken flight to America, or (possibly?) Phi (the setter, or ‘me’) who lives in New Zealand!"
31,View on craze involving navy? Nonsense,FANDANGLE,ANGLE (view) added to or ‘on’ FAD (craze) around or ‘involving’ N (navy) = nonsense
32,"Minister, Father, recalled leaderless flock",PADRE,PA (father) + (h)ERD reversed or ‘recalled’ without the first letter or ‘leaderless’ = minister
33,Fool snatching woman’s cigar,CHEROOT,COOT (fool) around or ‘snatching’ HER (woman’s) = cigar
34,"Writer, racy, expressing hint of sadism in punishment",PENALTY,PEN (writer) + (s)ALTY (racy) with the initial letter or ‘hint of’ sadism omitted or ‘expressed’ = punishment. The use of salty as a synonym for racy was a new one on us. We liked the use of ‘expressing’ in this clue.
35,Duke’s supporter to take time,DALLY,"D (duke) + ALLY (supporter) = to take time as in dawdle, delay"
36,Celestial bodies to colour unusual opening of diorama,OORT CLOUD,Anagram of TO COLOUR (anagrind is ‘unusual’) + D (opening or initial letter of diorama) = – a new one on us but we were able to guess when we had all the crossing letters.
37,That’s a good idea after the laryngitis cure,NOW YOU’RE TALKING,If you were cured after having had laryngitis you would be able to talk = that’s a good idea!
38,Composer less curtailed about skill,MARTINU,MINU(s) (less with final letter removed or ‘curtailed’) around or ‘about’ ART (skill) =
39,"English father returned, snatching daughter producing bureaucratic snarl-up?",RED TAPE,E (Engish) PATER (father) all reversed around or ‘snatching’ D (daughter) = can anyone say that they haven’t been snarled up by this bureaucratic excessive regulation. It originates from the red tape that was used in government offices to bind official documents etc. It seems to date back to 16th century. Read about it if you want to!
40,The very thing provided for fear that upset is involved,ITSELF,IF (provided) around or ‘involving’ LEST (for fear that) reversed or ‘upset’ = the very thing
41,Chamber group a great success? Time to move forward.,TRIO,RIOT (a great success) with T (time) moved forward = chamber group.
42,Experimental area absent from Tory speeches?,LABORATORY,Shortened form of LAB(our) ORATORY (something that would be absent from Tory speeches) = experimental area. The use of Tory in both the clue and the answer was a bit of a distraction when it came to parsing until the penny dropped!
43,Dancing ingénue nugatory in American musical,ANNIE GET YOUR GUN,Anagram of INGENUE NUGATORY (anagrind is ‘dancing’) = American musical. What – another Tory?!
44,"Not entirely cross – sensible, suppressing anger – it’s not very heated",ROOM TEMPERATURE,ROO(d) (cross with final letter missing or ‘not entirely’) + MATURE (sensible) around or ‘suppressing’ TEMPER (anger) = it’s not very heated
45,Special label for men only,STAG,S (special) + TAG (label) = men only
46,Italian writer: “I governed valley covered by Italian river”,PIRANDELLO,I + RAN (governed) + DELL (valley) inside or ‘covered by’ PO (Italian river) =
47,Car problem has cricketer out in flannel,FLATTERY,"FLAT (bat)TERY (car problem) without BAT (cricketer) = flannel. It took a while to parse this one, but it raised a smile when we did!"
48,End with ‘Keel Row’ rearranged – crafty stuff,NEEDLEWORK,Anagram of END KEEL ROW (anagrind is ‘rearranged’) = crafty stuff
49,Drink? Small measure of spirits overturned by girl nursing soft drink,PINA COLADA,NIP (small measure) reversed or ‘overturned’ + ADA (girl) around or ‘nursing’ COLA (soft drink) = drink
50,"Pseudonym, say, fake, leading to incomplete cover",CODENAME,COD (fake) + ENAME(l) (cover) with last letter removed or ‘incomplete’ = an example of a pseudonym
51,Extent of French rapacity putting Germany off,DEGREE,DE (French word for ‘of’) + GREE(d) (rapacity with D for Germany ‘put off’ or removed) = extent
52,Nothing on telerecording for poet,OVID,O (nothing) + VID (telerecording as in video) = poet
53,Fabric originating in Indonesian knotting and tying,IKAT,"First letters or ‘originating in’ Indonesian Knotting And Tying = . We really liked this clue – very simple, but ikat is a dyeing technique which uses knotting and tying and did originate in Indonesia! It’s fascinating to see how they dye the thread to make the patterns. Double ikat is where both the warp and the weft is tied and dyed and is incredibly difficult to weave."
54,Bad attitude to the grey area is admitted by Beryl perhaps,AGEISM,"A (area) + IS in, or ‘admitted by’ GEM (Beryl is an example of a gemstone) = bad attitude to the grey – great definition!!"
55,Wally’s better after drinking hard but it may go to his head,CLOTH CAP,"CLOT (Wally) + CAP (better, as a verb) around or ‘drinking’ H (hard) = a cloth cap would go on, or to(?) one’s head"
56,"A term for faithful, having sadly left us, being recollected around 2nd of November",ALL SOULS DAY,This took a bit of parsing – but we finally decided it must be: A + L (‘term’ or end of ‘faithful’) + an anagram of SADLY L (left) US (anagrind is ‘recollected’) around O (2nd letter of ‘November’) = a cunning cryptic definition – All Souls Day is 2nd November and commemorates the faithful departed
57,Regularly visited sublime German city,ULM,Alternate (regular) letters of sUbLiMe = German city
58,Clergymen are put out by piles,RECTORS,"RE(a)CTORS (nuclear piles with the ‘a’ (are) ‘put out’, or omitted) = clergymen"
59,"Failing to attend education, wrote music?",NOTATED,NOT AT (failing to attend) ED (education) = wrote music
60,"Primarily, they fine a few in cars illegally parked around road?",TRAFFIC WARDENS,"Anagram of T, F (first, or ‘prime’, letters of ‘they fine’) and A FEW IN CARS – anagrind is ‘illegally parked’, all around RD (road) = another cunning cryptic definition – traffic wardens fine people whose cars are illegally parked"
61,Dish captivates one insensitive city dweller (not half!) and she’s fairly shocked,PLATINUM BLONDE,"PLATE (dish) around, or ‘captivating’ I (one) NUMB (insensitive) LOND(oner) (half of a city dweller) = someone with fair hair, or ‘shock’"
62,Regrettably cut involving staff is an issue every year,ALMANAC,"ALAC(k) (regrettably, cut short – with the last letter missing) around or ‘involving’ MAN (staff, as a verb) = an issue every year – an almanac is published annually"
63,Biographer produces book that’s nothing great,BOSWELL,"B (book) + O (nothing) + SWELL (great) = James Boswell, the biographer of Samuel Johnson, once claimed to be the greatest biography in the English language"
64,Put trap back for convenience,BOG,GOB (a slang word for mouth or ‘trap’) reversed or ‘put back’ = convenience – another slang word!
65,Holding up a liquor store? It’s a crime,SHOPLIFTING,"SHOP (liquor store, for example) + LIFTING (holding up) = a crime. We’re not sure about the inclusion of ‘liquor’ in the clue, although there is a question mark suggesting that this is an example of a store, and one that is perhaps more likely to be held up by criminals"
66,Crack cocaine on vessel? Skipper at first’s detained,CREVASSE,"C (cocaine) + RE (on, or concerning) + VASE (vessel) around or ‘detaining’ S (first letter of ‘skipper’) = crack"
67,A garment to take to the cleaner’s,FLEECE,"Double definition: (a) as a noun, a warm garment and (b) as a verb, to charge exorbitantly, or ‘take to the cleaners’"
68,A review plugging song’s liveliness,ALACRITY,A + CRIT (review – shortened form of ‘criticism’) in or ‘plugging’ LAY (song) = liveliness
69,English and American soldier dropped out of “Measure for Measure”,ELL,"E (English) + (gi)LL (a small liquid measure of varying amount with GI, or American soldier omitted, or ‘dropped out’) = another varying measure, of length"
70,Who’s a poser?,SHOW-OFF,"An anagram of WHO’S is ‘show’, with ‘OFF’ as the anagrind = poser"
71,"With pound off, one and all dashed to get phone for a song",LA DONNA E MOBILE,"Anagram of ONE AND AL(l), with l (pound) omitted or ‘off’ – anagrind is ‘dashed’ + MOBILE (phone) = a song from Verdi’s opera ‘Rigoletto’ – opera is definitely not one of our strong points, so we needed some electronic help to confirm this – it was however readily solvable from the wordplay"
72,Agreed to meet in attempt to locate one missing daughter,TRYSTED,"TRY (attempt) + S(i)TE (locate, with the ‘i’ (one) missing) + D (daughter) = agreed to meet – we’d not come across this as a verb before"
73,"Caught and detained in Oz, resident ultimately lost face",COUNTENANCE,"C (caught) + TENAN(t) (resident, with the last or ‘ultimate’ letter omitted or ‘lost’) in or ‘detained in’ OUNCE (oz, the abbreviation for the imperial unit of weight) = face"
74,Man with a thick head of hair’s up for this?,POMADE,"ED (man) + A MOP (a thick head of hair) all reversed or ‘up’ (in a down clue) = cryptic definition – a man with a lot of hair might appreciate pomade, or hair ointment, to keep it under control"
75,"Students not put out, being aware of their place in society?",CLASS-CONSCIOUS,"CLASS (students) + CONSCIOUS (not put out, as in not being unconscious) = being aware of their place in society"
76,"Ruler of ancient France coined e.g. La Manche, right?",CHARLEMAGNE,Anagram of E.G. LA MANCHE and R (right) – anagrind is ‘coined’ = ruler of ancient France in the 8th century
77,Garment that may be discounted with 50% off? Wow!,NEGLIGEE,"NEGLI(gible) (may be discounted, with half of the word missing or ‘50% off’) + GEE (wow!) = garment – we won’t go into the possible cryptic definition here!"
78,Country air mostly is first class when going north,TUNISIA,"TUN(e) (air mostly, or with the last letter missing) + IS + A1 (first class) reversed or ‘going north’ (in a down clue) = country"
79,"Naughty slut gets dirty, withholding nothing – being this",LUSTFUL,"Anagram of SLUT (anagrind is ‘naughty’) + F(o)UL (dirty, with ‘o’ or ‘nothing’ omitted or ‘withheld’ = another slightly dicey cryptic definition – how a naughty slut might feel if she is withholding nothing?"
80,Setter’s given writer description of some verse,IAMBIC,"I AM (Klingsor, the setter, is) + BIC (the pen, or ‘writer’) = description of some verse"
81,Formality that’s somewhat archaic essentially,ICE,Hidden in (or ‘somewhat’) (archa)IC E(ssentially) = formality
82,To leave university is a disappointment,COMEDOWN,We suppose that the opposite of ‘go up’ to university would be come down = disappointment
83,Potentially lousy sort in school?,SNITCH,"NIT (louse) in SCH (school) = a snitch would not be a particularly welcome type of person anywhere, let alone in school. Seeing ‘nit’ brought back memories of the regular school nurse visits – everyone scratching their heads despite having no reason to!"
84,Fruit imported by Roman governor,MANGO,Hidden or ‘imported’ within Ro(MAN GO)vernor = fruit
85,Cleaner from US city answerable to British sovereign,LAUNDERER,LA (US city) + UNDER (answerable to) + ER (British sovereign) = cleaner
86,Two forms of physical punishment? That’s laughable,SLAPSTICK,SLAP (one form of punishment) + STICK (another form of punishment) = something that may make you laugh
87,One wading out of water gets swept back,EGRET,Reversed or ‘swept back’ within wa(TER GE)ts = wading bird
88,Seats still available in upper circle for film,ROOM AT THE TOP,If there were seats in the upper circle there would definitely be some room at the top of the cinema = based on a book with the same name by John Braine
89,"Drug stashed by children at rear of toilet, moving supply",LOOSE-JOINTED,JOINT (drug) inside or ‘stashed by’ SEED (children) after or ‘at rear of’ LOO (toilet) = if you are loose-jointed you have supple limbs so you would be able to move supply. A good bit of misdirection here and one that needed quite a few checking letters before the answer became obvious.
90,Expert tapes response in European language,GREEK,This one left us a little baffled. We were both looking for ANS hidden within something and then we had the K at the end. Could it be DANSK? The fact that we are currently in Greece still didn’t help! In the end we thought R (response) inside GEEK (expert) = European language. We haven’t come across R for response but we think it must be there somewhere. We presume the use of ‘tapes’ to imply that it is wrapping around something is a new one on us but it does provide good surface reading.
91,Scorn from daughter is precursor to father’s temper,DISPARAGE,D (daughter) + IS in front of or ‘precursor to’ PA (father) + RAGE (temper) = scorn
92,The French repulsed in action battling against a region of Spain,CATALONIA,LA (‘the’ in French reversed or ‘repulsed’) inside or ‘in’ an anagram of ACTION (anagrind is ‘battling’) + A = region of Spain
93,"Trainee’s first in class assessment, defying expectations totally",CADET,"First letters of Class Assessment, Defying Expectations Totally = trainee"
94,Non-professionals put me down ultimately,LAYMEN,LAY (put) + ME + N (last or ‘ultimate’ letter of down) = non-professionals
95,Perhaps tape musical introduction to Erasure compilation,MEASURER,M (first letter or ‘introduction to’ musical) + anagram of ERASURE (anagrind is ‘compilation’) = a tape could be used to measure something
96,In travelling bag male has single shirt,CAMISE,CASE (travelling bag) with M (male) + I (one) inside = shirt
97,Book Premiership players (Arsenal’s wingers),MANUAL,MAN U (Premiership players) + AL (the first and last letters or ‘wingers’ of ArsenaL = book
98,Sweeties about to be put on top of a certain sort of cake,DROP SCONE,"DROPS (sweeties, as in pear drops) + C (about) on top of ONE (a certain) = sort of cake. This one brought back memories of childhood – you don’t seem to see them around now but they are delicious freshly cooked!"
99,Eager to absorb one American or British author,WILLIAM GOLDING,WILLING (eager) outside or ‘absorbing’ I (one) + AM (American) + GOLD (or) = best known probably for his novel Lord of the Flies.
100,One’s uncovered declaration of independence in Newcastle area,NUDIE,"Another topical clue for us, given that we are still in Greece! UDI (declaration of independence) inside or ‘in’ NE (Newcastle area) = one who is by definition, uncovered!"
101,"Making pie, measure salt",TARTRATE,TART (pie) + RATE (measure) = salt. The word ‘making’ is not strictly necessary but it does help the surface reading.
102,"Some cars in Derby, say, will bypass road works",HARDTOPS,HAT (a Derby is a type of hat) outside or ‘bypassing’ RD (road) + OPS (works) = some cars are hard tops as opposed to soft tops!
103,"Visiting Cornish resort, packed a little sun tan concoction and beach accessories",BUCKET AND SPADE,An anagram of PACKED + S (a little bit of sun) + TAN (anagrind is concoction) inside or ‘visiting’ BUDE (a Cornish resort) = beach accessories. Another crafty use of a different word to indicate that something is inside which helps the surface reading but makes solving more difficult!
104,Church leaders share rich spoils,HIERARCHS,Anagram of SHARE RICH (anagrind is ‘spoils’) = Church leaders
105,A soldier admitted to nearby bar without reason,ALOGICAL,A + GI (soldier) inside or ‘admitted to’ LOCAL (nearby bar) = without reason. This was a new word for us – it was easy from the cryptic part but we still checked it electronically after entry.
106,Witches brought before judge in English city,COVENTRY,COVEN (witches) before TRY (judge) = English city
107,Angry over Communist uprising in plant,MADDER,MAD (angry) over a reversal or ‘uprising’ of RED (Communist) = plant. The common form is the source of a red dye
108,Plate wife kept in safe,PEWTER,W (wife) inside or ‘kept in’ PETER (safe) = plate
109,Aussie singer’s extremely kinky romance?,KYLIE,KY (the first and last letters or ‘extremes’ of KinkY + LIE (romance) =
110,He’s crazy about gold – it can become addictive,HORSE,"Anagram of HE’S (anagrind is ‘crazy’) around OR (gold) = We’re unhappy about the use of the words ‘can become addictive’ – horse is a slang term for heroin, which is highly addictive. In its more familiar meaning, it is the theme for the puzzle"
111,7’s inside attending to liqueur,AMARETTO,MARE (a horse – see 7ac) inside AT (attending) + TO = liqueur
112,Website beginning to excite 7,EBAY,E (beginning or first letter of ‘excite’) + BAY (a horse – see 7ac) = website
113,"Setter, here in recent times, stamps territory",PHILATELY,"PHI (one of the Indy’s regular crossword setters) + LATELY (in recent times) = stamps territory, or stamp-collecting"
114,"7 with high tone, singing metal",COBALT,"COB (a horse – see 7ac) + ALT (a high tone in singing, or music generally) = metal"
115,Loudly assertive do-gooder with 7 religious books,STRIDENT,ST (saint – or ‘do-gooder’) + RIDE (horse – see 7ac) + NT (New Testament – religious books) = loudly assertive
116,7s collect old press secretary where Chequers is located,BUCKINGHAMSHIRE,"BUCK and SHIRE (horses – see 7ac) around, or ‘collected’ by INGHAM (Sir Bernard Ingham, press secretary to Margaret Thatcher) = where Chequers is located"
117,Sextet turned lively when journalist left type of supplement?,VITAMIN A,"VI (roman numerals for six, or sextet) + ANIMAT(ed) (lively, without ‘ed’ or editor – journalist) reversed, or ‘turned’ = type of supplement."
118,Name derived from 7 in middle of demo,EPONYM,PONY (a horse – see 7ac) in (d)EM(o) – the middle letters of demo = name
119,"Aerial competition, from 7, held by Southern fighter pilot",SPACE RACE,"PACER (a horse – see 7ac) in or ‘held by’ S (southern) ACE (fighter pilot) = ‘aerial competition’, although if we’re being pedantic, ‘aerial’ relates to ‘air’ and ‘space’ is beyond the atmosphere, where there is no air"
120,"Around 7, English and Yankee like an omelette",EGGY,"GG (horse – see 7ac) in E (English) and Y (yankee, as in the International Telegraph Alphabet) = like an omelette"
121,Tripe unknown in butcher’s window,BULL’S-EYE,"BULL (tripe, as in rubbish) + Y (unknown) in SEE (butcher’s, as in Cockney rhyming slang – butcher’s hook – look) = type of circular window"
122,Group of 7 express disapproval,GROAN,"G (group, as in G5 etc) + ROAN (a horse – see 7ac) = express disapproval"
123,Fish and chips primarily the focal point,CHUB,C (first or ‘primary’ letter of chips) + HUB (focal point) = fish
124,Bird gets fruit below 7 kilo,GREY HAWK,"HAW (fruit) below, or after GREY (a horse – see 7ac) + K (kilo) = bird"
125,Babe making big exhibition in the street,SEXPOT,EXPO (big exhibition) in ST (street) = babe
126,Equestrian worker drawn by one artist,DALI,"LAD (equestrian worker, as in stable lad) reversed, or ‘drawn’ + I (one) = artist"
127,Footnote?,LEGEND,"Cryptic definition – a foot is at the end of a leg, or a leg-end, and a legend can be explanatory words, or a footnote, in a reference book or similar document"
128,Prop’s the latest to kiss Scottish flower,STAY,"S (last or ‘latest’ letter of kiss) + TAY (Scottish river or ‘flower’, as in something that flows) = prop"
129,"There’s confusion among characters from 7, filling in annual return before noon",ANAGRAM,"NAG (a horse – see 7ac) in, or ‘filling’ AR (annual return) + AM (before noon) = ‘confusion among characters’"
130,Revolutionary company with intermittently built in windows,OCULI,"CO (company) reversed, or ‘revolutionary’ + alternate or ‘intermittent’ letters of bUiLt-In = windows"
131,"Children surrounded by stolen goods, arrested, sound unstressed",SCHWA,"CH (children) in or ‘surrounded by’ SWA(g) (stolen goods without the last letter, or ‘arrested’) = an unstressed sound"
132,"Drawer, being in pine, upset obsessive",NERDY,DR (drawer) in YEN (pine) all reversed or ‘upset’ = obsessive
133,Simplicity shown by top-class doctor for 7s etc in north-east,NAIVETE,A1 (top-class) VET (doctor fro horses – see 7ac) in NE (north-east) = simplicity
134,Enthralled by topless chef in riotous hen do,HOOKED ON,"(c)OOK (chef with first letter omitted, or ‘topless’) in an anagram of HEN DO (anagrind is ‘riotous’) = enthralled by"
135,Sort of land 7 on the French,ARABLE,ARAB (a horse –see 7ac) + LE (‘the’ in French) = sort of land
136,Zip code finally applied to work unit in US state,ENERGY,E (last or final letter of code) + ERG (work unit) in NY (New York – US state) = zip
137,10 avoided workshop 7,STUD,STUD(io) (workshop without the ‘i’ & ‘o’ or ten in numerals) = a horse – see 7ac
138,Plant some of 22 across,ACER,"Hidden in, or ‘some of’ (sp)ACE R(ace) (answer to 22ac) = plant"
139,Colt perhaps falls on rear in Thirsk – it’s sludgy stuff,GUNK,GUN (a colt is a sort of gun) + last letter or ‘rear’ of (Thirs)K = sludgy stuff
140,Collection of rubbish filled with 500 mostly genuine cans,HEADPHONES,HEAP (collection of rubbish) around or ‘filled with’ D (Roman numeral for 500) + HONES(t) (genuine with last letter removed or ‘mostly’) = cans
141,"Run into damp weather, producing throat problem",FROG,R (run) inside or ‘into’ FOG (damp weather) = throat problem as in the American phrase “a frog in your throat” when you have phlegm in the back of your throat
142,Shots accounting for nearly half of stimulating stuff,SALVO,"Nearly half of SAL VO(latile) (stimulating stuff, or ) = shots. Apparently policemen in Victorian Britain carried smelling salts to revive fainting women. It makes us wonder what it was that caused all these ladies to have so many problems!"
143,Some in Spain regretted backing new approach,DEPARTURE,PART (some) in E (Spain) + RUED (regretted) reversed or ‘backing’ = new approach
144,"Workman dismissed, getting dole?",HANDOUT,HAND (workman) + OUT (dismissed) = dole
145,"Retentive power, first to last, with experienced performer",OLD HAND,HOLD (retentive power) with first letter moved to the end + AND (with) = experienced performer
146,Second food supplier interrupted by tense broadcaster,SCATTERER,S (second) + CATERER (food supplier) around or ‘interrupted’ by T (tense) = broadcaster
147,"Instrument taking up bass activity, primarily",TUBA,Initial letters of T(aking) U(p) B(ass) A(ctivity) or ‘primarily’ = instrument
148,One refusal to accept introduction of Fox News,INFO,I (one) + NO (refusal) around or ‘accepting’ F (initial letter of Fox) = news
149,One’s aboard scariest turbulent flight,STAIRCASE,A (one) inside or ‘aboard’ an anagram of SCARIEST (anagrind is ‘turbulent’) = flight
150,Churchman overlooking article about English innocent,ANGELIC,ANGLIC(an) (churchman) without or ‘overlooking’ ‘an’ (article) about E (English) = innocent
151,Exalt English names with honour (including introduction to Lords),ENNOBLE,E (English) + NN(names) + OBE (honour) around or ‘including’ L (introduction to Lords) = exalt
152,"Suppressing silence, keeps on working organ controls",KNEE-STOPS,Anagram of KEEPS ON (anagrind is ‘working’) around or ‘suppressing’ ST (silence) = organ controls. We were really hooked on trying to include SH for silence with the anagram so this was our last one in – but ST can stand for silence – a new one on us! The knee-stop or knee-swell is worked by the organist’s knee and is used for regulating the wind supply. You learn something everyday doing crosswords don’t you?!
153,Food that’s brought in cold – ridiculous situation,FARCE,C inside or ‘brought into’ FARE (food) = ridiculous situation
154,Reality shows no opening for talented girl,RUTH,"(t)RUTH (reality) ~~with no initial letter or ‘opening’ = talented girl. Yes, but which one? We thought it may be Ruth in the Bible with ‘talents’ being money but cannot find anything. Ruth means friend, so it’s not that either. ~~ with no T (the initial or ‘opening’ letter of talented) = girl. Thanks Querulous – it’s obvious now that we look at it again!!"
155,Offer to pay for newcomer,TENDERFOOT,TENDER (offer) + FOOT (to pay as in ‘foot the bill’) = newcomer
156,"American comes in hard, hard, repeatedly on the quiet",HUSH-HUSH,"US (American) ‘comes in’ or inside H H (hard, hard) twice or ‘repeatedly’ = on the quiet"
157,Legendary fast runner dropping one of four articles in Olympic venue,ATLANTA,AT(a)LANTA ( fast runner) without one of the four articles (a) = Olympic venue in Summer 1996. We weren’t familiar with the Arcadian princess (sometimes referred to as a goddess). We needed all the checking letters before we hazarded a guess.
158,"Prospers with no toil? That’s badly arranged, badly arranged",PROPORTIONLESS,Anagram of PROSPERS NO TOIL (anagrind is ‘badly arranged’ = badly arranged. This took us a while – mainly because one of us had written down the anagram with TOLL instead of TOIL. It wasn’t until we were almost at the end that we guessed the answer and realised our mistake!
159,Good days severely trimmed – like half the numbers?,ODD,"Hidden within or ‘severely trimming’ (go)OD D(ays) = our number system is made up of equal parts of odd and even numbers …….. if you don’t count zero. So…what about zero then? For those of you who have not been put off maths or are interested have a look at wiki page! But, if you consider numbers to be infinite then what are we worried about? Just too philosophical for our brains today!"
160,"Dispossess making a proper exit, possibly",EXPROPRIATE,Anagram of A PROPER EXIT (anagrind is ‘possibly’ or ‘making’ or both!) = dispossess
161,"Difficulty lifting support around end of match, making contribution to murmuring",RHUBARB,"RUB (difficulty) + BRA (support) reversed or ‘lifting’ around H (end, or last letter of match) = mutterings in the theatre is called rhubarbing as actors murmur the word ‘rhubarb’ or something similar"
162,Keen horse bagging first places in Epsom Derby,GREEDY,GREY (horse) around or ‘bagging’ initial letters or ‘first places’ in E(psom) D(erby) = keen
163,Possibly recent draft is completion of your bank transaction,CREDIT TRANSFER,Use of ‘possibly’ again here to indicate an anagram. This time it’s RECENT DRAFT IS = completion of bank transaction
164,"Little hesitation in the corps, I fancy, to identify me",TERPSICHORE,"Anagram of IN THE CORPS I around ER (little hesitation) -anagrind is ‘fancy’ = The muse of choral dance and song. A play on the use of corps as in ‘corps de ballet’ rather than the military sense, which is what we both thought for quite some while."
165,Choose again reels etc when dancing,RESELECT,Anagram of REELS ETC (anagrind is ‘dancing’) = choose again
166,Failure to observe new cream sees hint of germs creeping in,NEGLECT,N (new) + ELECT (cream) around G (initial letter or ‘hint’ of germs) or ‘creeping in’ = failure to observe
167,Vestment thus seen in Italian hotel,ALBERGO,ALB (vestment) + ERGO (thus) = Italian hotel
168,Good salesman heading off transfixed onlooker,GAWKER,"G (good) + (h)AWKER (salesman, with the initial letter or ‘heading’ off) = transfixed onlooker"
169,Blue grains without number,SAD,SA(n)D (grains) without N (number) = blue
170,A final send-off in two ways?,LAST POST,"Double definition – a) the ‘Last Post’ is played at military funerals, and b) the last post is the latest time at which a letter can be sent – both ‘final send-offs’"
171,Spots crook coming from hearing,FLECKS,Homophone (‘coming from hearing’) of FLEX (crook) = spots
