,Clue,Answer,Explanation
24,Pub in torrid island capital (6) BAR (pub) in HOT (torrid),HOBART,"Definition: island capital
"
25,"Arrest prophet, revolutionary African (8) NAIL (arrest) + AMOS (prophet) all backwards",SOMALIAN,"Definition: African
"
26,"Daughter has a shoe the wrong way round – never mind (3,3) D (daughter) + A (a) + BOOT (shoe) all backwards",TOO BAD,"Definition: never mind
"
27,One with a will to try a hill (8) TEST (try) + A (a) + TOR (hill),TESTATOR,"Definition: One with a will
"
28,Average is tight (4) Double definition,MEAN,"Definition: Average
"
29,Tinker reported in US city (5) Homophone (“tamper”),TAMPA,"Definition: US city
"
30,"Covers torn off, tool returned book (4) [h]AMME[r] (tool with covers torn off) backwards",EMMA,"Definition: book
"
31,Story on wages not entirely without equal (12) INCOM[e] (wages not entirely) + FABLE (story),INCOMPARABLE,"Definition: without equal
"
32,Book is about a retro group east of Greater Manchester town (12) ECCLES (Greater Manchester town) + A (a) in IS (is) backwards + SET (group) backwards,ECCLESIASTES,"Definition: Book
"
33,"Small amount of dough, something to chew on (4) Double definition",QUID,"Definition: Small amount of dough
"
34,"Bent, right around left (5) L (left) in FAIR (right)",FLAIR,"Definition: Bent
"
35,"First glimpse of pussy, I’m not sure a cougar (4) P[ussy] + UM (I’m not sure) + A (a). Thanks to Sil for enlightening me on the UM part of this wordplay — see comments below.",PUMA,"Definition: cougar
"
36,"US army came in, not my bombs! (8) Anagram of AR[my] CAME IN",AMERICAN,"Definition: US
"
37,"Coda and note, both short, in slow movements (3,3) TAI[l] (coda…short) + CHI[t] (note…short)",TAICHI,"Definition: slow movements
"
38,"Safe house’s opening, short of members? (8) H[ouse] + ARMLESS (short of members)",HARMLESS,"Definition: Safe
"
39,Starter of duck with private meal (6) D[uck] + INNER (private),DINNER,"Definition: meal
"
40,"Hamlet, I suspect, receives a communication sealed with venom? (4,4) A (a) in anagram of HAMLET I",HATEMAIL,"Definition: communication sealed with venom
"
41,"Country separating couple, not wanting a loving relationship between men (8) OMAN (country) in BR[a]CE (couple not wanting a)",BROMANCE,"Definition: loving relationship between men
"
42,Horse galloped around ring (4) O (ring) in RAN (galloped),ROAN,"Definition: Horse
"
43,"Narrowly ahead, staff on boat successfully outwitting opponents (3-9) ONE UP (narrowly ahead) + MAN (staff) + SHIP (boat)",ONE-UPMANSHIP,"Narrowly ahead, staff on boat successfully outwitting opponents (3-9) ONE UP (narrowly ahead) + MAN (staff) + SHIP (boat)"
44,Top statistics for book (4) [f]ACTS (top statistics). Is this right? Some people would strongly object thzt statistics are not facts!,ACTS,"Definition: book
"
45,"Eventually, I’m here? (2,4) I am unsure how the wordplay is supposed to work here. “I’m here” could simply indicate that IM appears in the answer. But that makes for an incomplete clue, albeit a rather cute one. It could also work as a double definition but, if it is that, then I see no reason for the question mark.",INTIME,"Definition: Eventuall
"
46,"Country never welcoming Russians, primarily (6) R[ussians] in NO WAY (never)",NORWAY,"Country never welcoming Russians, primarily (6) R[ussians] in NO WAY (never)"
47,"Swimmers grabbing everyone fit to climb gymnastic equipment (8,4) ALL (everyone) + ABLE (fit) backwards in PARS (swimmers)",PARALLEL BARS,"Definition: gymnastic equipment
"
48,Blow – or heroin? (5) Double definition,SMACK,"Definition: Blow
"
49,Raw fish (5) Double definition. But for the obscurity of the little freshwater fish called a bleak this is a stand-out clue!,BLEAK,"Definition: Raw
"
50,Centaurs translated old language (8) Anagram of CENTAURS,ETRUSCAN,"Definition: Centaurs
"
51,"Garden frame, where rotten pear lies (8) Anagram of PEAR LIES",ESPALIER,"Garden frame, where rotten pear lies (8) Anagram of PEAR LIES"
52,Force juice from fruit (6) Double definition,SQUASH,"Definition: Force
"
53,"Going straight, one having lost head admitted to fraud (6) [o]NE in LIAR (fraud)",LINEAR,"Definition: Going straight
"
54,"Small glass container, nasty by the sound of it (4) Homophone (“vile”)",VIAL,"Definition: Small glass container
"
55,Island into cruciverbalism (4) Hidden word,BALI,"Definition: Island
"
56,Preserved part of ship in protective coating (6) SS (ship) in FOIL (protective coating),FOSSIL,"Definition: Preserved part
"
57,Serious outbreak of alarm about sea’s return (8) MED (sea) backwards in PANIC (alarm),PANDEMIC,"Definition: Serious outbreak
"
58,Swept-back hair of solver and setter to inspire passion (7) MANE (hair) backwards + OUR (solver and setter),ENAMOUR,"Definition: to inspire passion
"
59,Confer right to name (7) Double definition,ENTITLE,"Definition: Confer right
"
60,"Bit of butter, something for a techie to twiddle? (4) Double definition",KNOB,"Definition: Bit of butter
"
61,Stopgap repair about to plug bit of hose squashed flat (10) PATCH (repair) + C (about) together in SOCK (bit of hose). This clue gave me some trouble. I knew there was a word SPATCHCOCK but I had little idea of what it meant and even looking it up in a dictionary did not immediately convince me that it was the right answer.,SPATCHCOCK,"Definition: squashed flat 
"
62,Metallic fish in hovel (6) EEL (fish) in STY (hovel),STEELY,"Definition: Metallic
"
63,Latitude for sign of life to incorporate deathshead (7) D[eathshead] in BREATH (sign of life),BREADTH,"Definition: Latitude
"
64,A grain’s fermented to produce booze (7) Anagram of A GRAINS,SANGRIA,"Definition: booze
"
65,Unable to generate misty apparition (6) Anagram of UNABLE,NEBULA,"Definition: misty apparition
"
66,Cheering 10 interrupting trial (10) TEN (10) in HEARING (trial),HEARTENING,"Definition: Cheering
"
67,Insect’s distinctive flavour going West (4) TANG (distinctive flavour) reversed,GNAT,"Definition: Insect
"
68,Demand return of lace knotted within border (7) Anagram of LACE in RIM (border),RECLAIM,"Definition: Demand return
"
69,"Spoils start of play, left below (7) P[lay] + L (left) + UNDER (below)",PLUNDER,"Definition: Spoils
"
70,Attractive female artwork (8) F (female) + ETCHING (artwork),FETCHING,"Definition: Attractive
"
71,Withstand duplicitous character? (6) W (with…) + EASEL (…stand),WEASEL,"Definition: duplicitous character
"
72,Peculiar novel involving a thousand and one (8) A (a) + K (thousand) + I (one) all together in FRESH (novel),FREAKISH,"Definition: Peculiar
"
73,"Deployed oars, protecting a religious leader’s ongoing saga (4,5) A (a) + POPE (religious leader) in anagram of SOAP",SOAPOPERA,"Definition: ongoing saga
"
74,Welshman’s dentine depleted (4) IVOR[y] (dentine depleted). Ivory does consist of dentine.,IVOR,"Definition: Welshman
"
75,A cheeky flower’s opening (8) A (a) + PERT (cheeky) + URE (flower),APERTURE,"Definition: opening
"
76,Direct what comes out – something terribly dull (10) Anagram of DIRECT WHAT,DITCHWATER,"Definition: something terribly dull
"
77,Former empire raised without an inspirational phrase (5) OTTOM[an] (former empire…without AN) backwards (raised),MOTTO,"Definition: inspirational phrase
"
78,"Audibly ageing, weep about unopened bill (6) [b]EAK (unopened bill) in CRY (weep)",CREAKY,"Definition: Audibly ageing
"
79,"High on drug, showing guts (5) TRIP (high) + E (drug)",TRIPE,"Definition: guts
"
80,"Fastest route from France to Hungary receiving gentle sign of approbation? (6,4) F (France) + LIGHT PAT (gentle sign of approbation) + H (Hungary)",FLIGHT PATH,"Definition: Fastest route
"
81,Agenda involving jar and last bit of hake fillet? (9) URN (jar) + [hak]E together in TODOS (agenda),TOURNEDOS,"Definition: fillet
"
82,Victualling-house in river getting on with flavouring (8) INN (victualling house) in CAM (river) + ON (on),CINNAMON,"Definition: flavouring
"
83,Rural friend eating mixed roast (8) Anagram of ROAST in PAL (friend),PASTORAL,"Definition: Rural
"
84,Omar’s blighted ash tree coming up (6) Anagram of ASH + FIR (tree) backwards (coming up),SHARIF,"Definition: Omar
"
85,"Lacking talent, somewhat upset, exact penitence (5) Reverse hiidden word",INEPT,"Definition: Lacking talent
"
86,"A way to keep company, of course (5) A (a) + CO (company) in ST (way)",ASCOT,"Definition: course
"
87,"Chemist, one wanting one to treat the sick (4) CUR[i]E (chemist, one wanting)",CURE,"Definition: to treat the sick
"
88,"M-Man, perhaps with plaster for 13 (8,6,8) THOUSAND (M) + ISLAND (Man, perhaps) + DRESSING (plaster)",THOUSAND ISLAND DRESSING,"Definition: for 13
"
89,"It’s sad that artist main comeback is in album by Cardini (6,5) ALAS (it’s sad) + RA (artist) + SEA (main) all together backwards in CD (album). Caesar Cardini is held to be the inventor of the Caesar Salad.",CAESAR SALAD,"Definition: by Cardini
"
90,Eastern writer unwrapping one of his missives for decoration (9) E (eastern) + PAUL (writer) + [l]ETTE[r] (unwrapping one of his missives). I take it that the Paul referred to here is the one whose letters feature in the Bible.,EPAULETTE,"Definition: decoration
"
91,"Right away, leader of municipality and county clinic is allowed to love 9 (4) MAYO[r] (right away, leader of municipality) -or- MAY (is allowed) + O (love). So we have a clue with two distinct sets of wordplay and a stunning triple(!) definition.",MAYO,"Definition: county
"
92,I am fairly confident in brown Asian (7) I (I) + BET (am fairly confident) in TAN (brown),TIBETAN,"Definition: Asian
"
93,Spring in Athens is plentiful (7) BOUND (spring) in A(then)S,ABOUNDS,"Definition: plentiful
"
94,Change for Emma after a bath and deodorant? (4) [bo]VARY (Emma with BO removed). BO for body odour.,VARY,"Definition: Change
"
95,"Minute from St Leger, only every second counts (5) [s]T [l]E[g]E[r] [o]N[l]Y. A catch here is that you must take every second letter from each word, not the phrase as a whole (as is more usual in such clues).",TEENY,"Definition: Minute
"
96,One might like red mobile phone to be dropped in uncovered toilet (9) Anagram of PHONE in [t]OILE[t],OENOPHILE,"Definition: One might like red
"
97,"Finally, you took the fourth option to reach high ground (6) [yo]U + PLAN D (the fourth option — after PLANS A, B and C that is!)",UPLAND,"Finally, you took the fourth option to reach high ground (6) [yo]U + PLAN D (the fourth option — after PLANS A, B and C that is!)"
98,A bit like Signor Antonio on the cause of depression (8) Hidden word. Do I have the definition right? I don’t quite see how ‘ignorant’ would be a cause of depression.,IGNORANT,"Definition: the cause of depression
"
99,Primate’s big mistake (6) Double definition with the first pertaining to the Howler Monkey.,HOWLER,"Definition: Primate
"
100,"For instance, naked lady – extremely affectionate (8) F[o]R I[nstanc]E N[ake]D + L[ad]Y",FRIENDLY,"Definition: affectionate
"
101,It flipped and croaked as ordered (6) IT (it) backwards + DIED (croaked),TIDIED,"Definition: ordered
"
102,"Solver briefly tours port, having got up at an unspecified time (3,3) ADEN (port) in YO[u] (solver briefly) all backwards",ONEDAY,"Definition: at an unspecified time 
"
103,"In psychoanalysis, although made of strong fibre (5) Hidden word",SISAL,"Definition: strong fibre
"
104,"Piece of music with oboist solo on, even only at the last minute (4,3,4) NONET (piece of music) + O[b]O[i]S[t] [s]O[l]O [o]N. There seems to be a problem with this clue as someone has pointed out in comment #13 below.",NONE TOO SOON,"Definition: at the last minute
"
105,"Off to bars? Yes and no (4,5) Anagram of TO BARS YES",STAY SOBER,"Definition: Off to bars? Yes and no
"
106,"To be as subtle, perhaps, is truly superlative (8,4) Anagram of TO BE AS SUBTLE",ABSOLUTE BEST,"Definition: truly superlative
"
107,"Scoffing riders, essentially doing what they do (8) [ri]DE[rs] + RIDING (doing what they [riders] do)",DERIDING,"Definition: Scoffing
"
108,It’s doubtful anyone can bother (9) Anagram of ANYONE CAN,ANNOYANCE,"Definition: bother
"
109,13 and loveless – big bum (8) O (love) in FAT (big) + TUSH (bum). Fattoush is an Egyptian salad and something I like to eat — in spite of which it took me ages to solve this one!,FATTOUSH,"Definition: 13
"
110,Porter’s rule 13 (8) COLES (Porter’s) + RULE (law),COLESLAW,"Definition: 13
"
111,"13 9 indecently lead on a virgin (3,3,7) Anagram of LEAD ON A VIRGIN",OIL AND VINEGAR,"Definition: 13 9
"
112,Sway in to get the guard (6) S (S…) + ENTRY (..way in),SENTRY,"Definition: the guard
"
113,Not what comes up in rhymes or poetry (5) Reverse hidden word,PROSE,"Definition: Not what comes up in rhymes or poetry
"
114,"Criminal pair from Yorkshire heartlessly conned a blind invalid (6,3,5) Anagram of Y[orkshir]E CONNED A BLIND",BONNIE AND CLYDE,"Definition: Criminal pair
"
115,King cutting a doctor’s head off (5) R (king) in A (a) VET (doctor),AVERT,"Definition: head off
"
116,Old baron needs flunkey to be attentive (9) O (old) + B (baron) + SERVANT (flunkey),OBSERVANT,"Definition: attentive
"
117,"In lead, fifty-one to nil? It has no effect (7) L (fifty) + ACE (one) together in PB (lead) + O (nil). “It has no effect” is, I think, an acceptable definition in a crossword although, strictly speaking, a placebo is something that has a psychological effect rather than a physiological one.",PLACEBO,"Definition: It has no effect
"
118,Hero capturing capital – capital of Soviet Union (7) AI (capital) + S[oviet] together in LION (hero),LIAISON,"Definition: Union
"
119,Rock or jazz music (5) Double definition,SWING,"Definition: Rock
"
120,"Generous, popular fellow will be after flat shortly (9) IN (popular) + DUL[l] (flat shortly) + GENT (fellow)",INDULGENT,"Definition: Generous
"
121,Ravel score not containing contralto pieces (9) C (contralto) in anagram of SCORE NOT,CONCERTOS,"Definition: pieces
"
122,Spin doctor’s a kind of drip with energy (5) DR (doctor) + IV (a kind of drip) + E (energy),DRIVE,"Definition: Spin
"
123,"But arrest’s set back, securing right hiding place for the present? (4,3) BUT (but) + R (right) in NAB (arrest) all backwards. I think the definition here is poor. “Hiding place for presents” would be better, no?",BRAN TUB,"Definition: hiding place for the present
"
124,Marshal in Spain went for braid (7) Anagram of IN E (Spain) WENT,ENTWINE,"Definition: braid
"
125,Dog is companion I ditch when going round a couple of universities (9) CH (companion) + I (I) + U and U (a couple of unversities) in HAHA (ditch),CHIHUAHUA,"Definition: Dog
"
126,Nothing gets one out of angry harangue (5) O (nothing) + [i]RATE (one out of angry),ORATE,"Definition: harangue
"
127,"Lear etc cryptically represented problem relating to parents (7,7) Reverse cluing for LEAR ETC",ELECTRA COMPLEX,"Definition: problem relating to parents
"
128,Leading lady acting in alternative theatre performance (9) ER (leading lady) + A (acting) together in OPTION (alternative). I understand that A is used as in abbreviation for ‘acting’ in military ranks.,OPERATION,"Definition: theatre performance
"
129,"Explosive ingredient is undisturbed, oddly ignored (5) [u]N[d]I[s]T[u]R[b]E[d]",NITRE,"Definition: Explosive ingredient
"
130,"Taking care of monies, could be expert ultimately? (9) Anagram of CO (care of) MONIES + [exper]T",ECONOMIST,"Definition: Taking care of monies, could be expert ultimately
"
131,Not all listen as alarm’s sounded from hooter (5) Hidden word,NASAL,"Definition: sounded from hooter
"
132,Dog with a part cut off? That’s docked (9) CUR (dog) + TAILED (a part cut off),CURTAILED,"Definition: docked
"
133,One poet or another exchanges krona for yen (5) KEATS (another poet) with ‘K’ (krona) replaced by ‘Y’ (yen),YEATS,"Definition: One poet
"
134,Put out flame once metal has constant temperature (7) EX (flame once) + TIN (metal) + C (constant) + T (temperature),EXTINCT,"Definition: Put out
"
135,More than one plain maiden pops round (6) M (maiden) in PAPAS (pops). This was difficult for me because I was not used to thinking of PAMPAS as a plural word. But plural it is.,PAMPAS,"Definition: More than one plain
"
136,Relative lost rag about Earl’s mocking comment (5-4) E (Earl) in nagram of RAG + TAUNT (mocking commend),GREAT-AUNT,"Definition: Relative
"
137,"Criminal suspect posed entertaining challenge, on reflection (9) DARE (challenge) reversed (on reflection) in anagram of POSED",DESPERADO,"Definition: Criminal
"
138,Priest gets minister put away for murder (9) ELI (priest) + MIN (minister) + ATE (put away),ELIMINATE,"Definition: murder
"
139,Speaker’s three-dimensional compartment (7) Homophone (“cubical”). ‘Cubical’ means like a cube. Now a cube is certainly one of the most fundamental three-dimensional objects but does “three-dimensional” properly define ‘cubical’?,CUBICLE,"Definition: compartment
"
140,Still supports English league team (6) E (English) + L (league) + EVEN (still),ELEVEN,"Definition: team
"
141,Stomach is tender in casualty? (5) BID (tender) in A[&]E (casualty),ABIDE,"Definition: Stomach
"
142,What? Old boy turned up with Australian for tea? (5) EH (what) + OB (old boy) together backwards + A (Australian). Bohea is a poor grade of black tea — and a word I did not know.,BOHEA,"Definition: tea
"
143,Bad time to withdraw soldiers (5) POOR (bad) + T (time) all backwards,TROOP,"Definition: soldiers
"
144,"Cavaliers not on form, it’s said (14) Anagram of CAVALIERS NOT ON",CONVERSATIONAL,"Definition: it’s said
"
145,"Africans with Egyptian king? Yes, in Italy! (5) TUT (Egyptian king) + SI (yes in Italy)",TUTSI,"Definition: Africans
"
146,"Superhero, doffing cap, reprimands vagrant (6-3) Anagram of [r]EPRIMANDS",SPIDER-MAN,"Definition: Superhero
"
147,King’s daughter at home with drink (7) IN (at home) + FANTA (drink),INFANTA,"Definition: King’s daughter
"
148,Spoil team having gutted smart left-winger (7) MAR (spoil) + XI (team) + S(mar)T,MARXIST,"Definition: left-winger
"
149,Bottomless pit used by baby’s mother (5) Hidden word,ABYSM,"Definition: Bottomless pit
"
150,A Democrat prepares info in mailing list (9) A (a) + D (Democrat) + DRESSES (prepares),ADDRESSES,"Definition: info in mailing list
"
151,"Dissonance died out, reuniting island (9) Anagram of [d]ISSONANCE",ASCENSION,"Definition: island
"
152,Herb’s picked up daily (5) Homophone (“thyme’s”),TIMES,"Definition: dail
"
153,Fluster-free? (7) Anagram of FLUSTER,RESTFUL,"Definition: Fluster-free
"
154,Mycologist’s last to put out fungus (7) [mycologis]T + RUFFLE (put out),TRUFFLE,"Definition: fungus
"
155,Remove delay after loveless marriage (9) UNI[o]N (loveless marriage) + STALL (delay),UNINSTALL,"Definition: Remove
"
156,Belief not affected by reversal (5) Palindrome,TENET,"Definition: Belief
"
157,Expert helping friend with correspondence? (14) PRO (expert) + PORTION (helping) + ALLY (friend),PROPORTIONALLY,"Definition: with correspondence
"
158,"Having fun with Sooty, poor Corbett’s initially ill-matched (3,2,4) Anagram of FUN SOOTY + C[orbett]",OUT OF SYNC,"Definition: ill-matched
"
159,Gesture at sea saving a cast (1-4) Anagram of S[a]VING,V-SIGN,"Definition: Gesture
"
160,Worshippers of emperor raised on a remote island (9) TSAR (emperor) backwards + A (a) + FAR (remote) + I (island),RASTAFARI,"Definition: Worshippers
"
161,Cab heading off to the centre of Rome? That’s taken for granted (5) [t]AXI (cab heading off) + [r]OM[e],AXIOM,"Definition: That’s taken for granted
"
162,"One close to home is not joking (2,7) I (one) + NEAR (close to) + NEST (home)",IN EARNEST,"Definition: not joking
"
163,Computer company in flipping clouds (5) IBM (computer company) + IN (in) all backwards,NIMBI,"Definition: clouds
"
164,"Medicine for Norman you found in Boston area (7) TU (Norman you) in LINCS (Boston area). While I am familiar with the word LINCTUS, I did not know precisely what it meant until I looked it up upon solving this clue. It means a medicine that is taken by licking it with the tongue.",LINCTUS,"Definition: Medicine
"
165,Room found by leader of Argonauts somewhere in Greece (6) ATTIC (room) + A[rgonauts],ATTICA,"Definition: somewhere in Greece
"
166,Declaration in Patent Office originally (9) MANIFEST (patent) + O (office),MANIFESTO,"Definition: Declaration
"
167,Give lines to old sculptor (9) DONATE (give) + LL (lines) + O (old),DONATELLO,"Definition: sculptor
"
168,Midriff revealed during important match (9) [r]IF[f] in SEMINAL (important),SEMIFINAL,"Definition: match
"
169,"State question that causes inflation (3,4) AIR (state) + PUMP (question)",AIRPUMP,"Definition: that causes inflation
"
170,Casual dress for old soldiers (6) Double definition. ‘Sweat’ meaning old soldier is new to me.,SWEATS,"Definition: Casual dress
"
171,Paintings put up around grand Irish town (5) G (grand) in OILS (paintings) backwards,SLIGO,"Definition: Irish town
"
172,Lowest rent? About a shilling (5) A (a) + S (shilling) together in LET (rent),LEAST,"Definition: Lowest
"
173,"Part lukewarm revolutionary, part extremist (5) Reverse hidden word",ULTRA,"Definition: extremist
"
174,Hydrogen filling grey vessel that’s blown up? (6) H (hydrogen) in DINGY (grey),DINGHY,"Definition: vessel that’s blown up
"
175,"Key 1B to open box (5,3) ACE (1) + B (B) in SPAR (box)",SPACE BAR,"Definition: Key
"
176,Bullets in time dropping on giant (7) AMMO (bullets) in M[on]TH (time dropping on),MAMMOTH,"Definition: giant
"
177,Sound island for tree (7) Homophome (“Cyprus”),CYPRESS,"Definition: tree
"
178,British and Asian not entirely backing the latter’s currency? (4) B (British) + THA[i] (Asian not entirely) backwards,BAHT,"Definition: the latter’s currency?
"
179,"Dear dear, trollop ends in the clutches of misguided divorcee (10) [dea]R and [trollo]P in anagram of DIVORCEE",OVERPRICED,"Definition: Dear
"
180,Leader going off to sleep in wood (6) [s]LUMBER (leader going off to sleep),LUMBER,"Definition: wood
"
181,"Old hat wrapped in grass for Christmas, perhaps? (7) O (old) + LID (hat) together in HAY (grass)",HOLIDAY,"Definition: Christmas, perhaps
"
182,"In the world of Chicago, near thuggery (2,5) Hidden words",ON EARTH,"Definition: In the world
"
183,"Afters – after Saturday, say? (6) Homophone (“Sunday”)",SUNDAE,"Definition: Afters
"
184,Weaken a muscle that’s strained and eroded (10) Anagram of A MUSCLE + ATE (eroded),EMASCULATE,"Definition: Weaken
"
185,"Heading off, explorer tours southern capital (4) S (southern) in [p]OLO (heading off explorer)",OSLO,"Definition: capital
"
186,"Restaurant’s beginning with starter of veal in mayonnaise, Italian food (7) R[estaurant] + V[eal] in AIOLI (mayonnaise)",RAVIOLI,"Definition: Italian food
"
187,English author placing me back in cast (7) ME backwards in FLING (cast),FLEMING,"Definition: English author
"
188,"Breathing one’s last clutching unopened champagne, giddy (8) [f]IZZ in DYING (breathing one’s last)",DIZZYING,"Definition: giddy
"
189,"Run during training, overnight (6) Hidden word",GOVERN,"Definition: Run
"
190,Fool with gymnastic equipment? (8) Double definition,DUMBBELL,"Definition: Fool
"
191,Many hip freaks around the country in spreading of free love? (11) OMAN (country) in anagram of MANY HIP,NYMPHOMANIA,"Definition: spreading of free love?
"
192,Pirate’s appealing phrase (4) Double definition,HOOK,"Definition: Pirate
"
193,"Pirate’s image, an outstanding Australian native (8) PIC (image) + ROO (Australian native) in AN (an)",PICAROON,"Definition: Pirate
"
194,"Astronomer having shaken up concise rationale, originally (10) Anagram of UP CONCISE R[ationale]",COPERNICUS,"Definition: Astronomer
"
195,An extra word on parting (3) Double definition. An extra as in cricket.,BYE,"Definition: An extra
"
196,Live with slag after university dropout? (6) RESID[u]E (slag after university dropout)),RESIDE,"Definition: Live
"
197,"Keep bandaging crown of head, as cut (5) H[ead] in SAVE (keep)",SHAVE,"Definition: cut
"
198,"Enigmatic client secures chain, being private (11) ANDES (chain) in anagram of CLIENT",CLANDESTINE,"Definition: private
"
199,"Saddening to see Liberal shackled by selfish Conservative, highly revered (10) L (Liberal) in MEAN (selfish) + C (Conservative) + HOLY (highly revered)",MELANCHOLY,"Definition: Saddening
"
200,Horse of many hands in Jerusalem (8) TALL (of many hands) in SION (Jerusalem),STALLION,"Definition: Horse
"
201,"Member perhaps distributing oranges to secure vote (3,5) X (vote) in anagram of ORANGES",SEX ORGAN,"Definition: Member perhaps
"
202,"Fly into a rage – stop the car when you do this? (3,3) Double definition",SEE RED,"Definition: Fly into a rage
"
203,Female suits turning up starched (5) F (female) + FITS (suits) all backwards,STIFF,"Definition: starched
"
204,Sign up for a Verne character (4) OMEN (sign) backwards,NEMO,"Definition:  a Verne character
"
205,"Seven and six, sizes each in the middle, that is to say (3) [se]V[en] [s]I[x] [si]Z[es]",VIZ,"Definition: that is to say
"
206,Fiend eatin’ loudly (6) Homophone (“gobblin'”),GOBLIN,"Definition: Fiend
"
207,Bloomer concealed by monster (6) ORC (monster) + HID (concealed),ORCHID,"Definition: Bloomer
"
208,"Stupid jerks guzzling last of lager, upset (7) [lage]R in anagram of STUPID",DISRUPT,"Definition: upset
"
209,Good and soft skin of sausage to see (7) G (good) + LIMP (soft) + S[ausag]E,GLIMPSE,"Definition: to see
"
210,"Prude is harassed in old, old tragedy (7,3) O (old) + anagram of PRUDE IS + EX (old)",OEDIPUS REX,"Definition: tragedy
"
